recruit_id,candidate_name,position,interview_date,status
573,Candidate 573,Tester,2024-04-18,Selected
574,Candidate 574,Developer,2025-04-22,Rejected
575,Candidate 575,HR,2025-01-29,Selected
576,Candidate 576,HR,2024-07-26,Rejected
577,Candidate 577,Developer,2024-03-22,Rejected
578,Candidate 578,HR,2024-12-05,Pending
579,Candidate 579,HR,2024-05-03,Rejected
580,Candidate 580,Developer,2024-08-11,Pending
581,Candidate 581,Tester,2025-05-01,Selected
582,Candidate 582,HR,2025-01-02,Selected
583,Candidate 583,Developer,2025-05-06,Selected
584,Candidate 584,Tester,2024-02-24,Selected
585,Candidate 585,Developer,2024-02-06,Selected
586,Candidate 586,HR,2025-09-20,Selected
587,Candidate 587,Analyst,2024-04-10,Rejected
588,Candidate 588,Developer,2025-09-30,Pending
589,Candidate 589,Developer,2024-10-23,Pending
590,Candidate 590,Analyst,2025-04-17,Selected
591,Candidate 591,Analyst,2025-09-04,Pending
592,Candidate 592,Analyst,2024-07-13,Rejected
593,Candidate 593,Tester,2025-11-02,Pending
594,Candidate 594,Developer,2024-03-11,Pending
595,Candidate 595,Analyst,2025-05-05,Rejected
596,Candidate 596,HR,2024-02-03,Rejected
597,Candidate 597,Analyst,2025-09-25,Pending
598,Candidate 598,Analyst,2025-06-17,Pending
599,Candidate 599,Analyst,2025-04-20,Selected
600,Candidate 600,Tester,2025-03-02,Selected
601,Candidate 601,Analyst,2024-01-01,Rejected
602,Candidate 602,Developer,2025-09-09,Selected
603,Candidate 603,Analyst,2025-02-15,Rejected
604,Candidate 604,Analyst,2025-11-09,Pending
605,Candidate 605,Analyst,2025-07-21,Rejected
606,Candidate 606,Analyst,2024-04-16,Selected
607,Candidate 607,Developer,2025-11-09,Rejected
608,Candidate 608,HR,2024-01-27,Pending
609,Candidate 609,HR,2024-11-19,Pending
610,Candidate 610,HR,2025-06-16,Pending
611,Candidate 611,Developer,2024-11-30,Selected
612,Candidate 612,Developer,2025-01-29,Rejected
613,Candidate 613,Analyst,2025-11-24,Pending
614,Candidate 614,Tester,2024-08-08,Pending
615,Candidate 615,Developer,2024-07-22,Pending
616,Candidate 616,Analyst,2025-05-14,Pending
617,Candidate 617,Developer,2025-01-09,Rejected
618,Candidate 618,Tester,2024-06-25,Rejected
619,Candidate 619,Analyst,2024-06-27,Pending
620,Candidate 620,Analyst,2025-04-20,Pending
621,Candidate 621,Developer,2025-09-24,Pending
622,Candidate 622,Analyst,2024-01-21,Pending
623,Candidate 623,HR,2024-01-29,Rejected
624,Candidate 624,Developer,2024-11-17,Rejected
625,Candidate 625,HR,2025-08-17,Rejected
626,Candidate 626,Tester,2025-09-28,Rejected
627,Candidate 627,Developer,2025-10-20,Rejected
628,Candidate 628,Tester,2025-11-14,Rejected
629,Candidate 629,Tester,2024-08-25,Rejected
630,Candidate 630,HR,2024-10-29,Selected
631,Candidate 631,Tester,2024-03-04,Selected
632,Candidate 632,Analyst,2025-05-26,Selected
633,Candidate 633,Developer,2025-03-06,Rejected
634,Candidate 634,Analyst,2024-05-17,Pending
635,Candidate 635,HR,2025-10-14,Selected
636,Candidate 636,Analyst,2025-10-26,Rejected
637,Candidate 637,HR,2025-08-04,Selected
638,Candidate 638,HR,2024-12-11,Pending
639,Candidate 639,Tester,2024-02-26,Pending
640,Candidate 640,Developer,2025-07-27,Pending
641,Candidate 641,Analyst,2024-06-15,Pending
642,Candidate 642,Tester,2024-01-15,Selected
643,Candidate 643,HR,2024-09-08,Selected
644,Candidate 644,Analyst,2025-07-19,Selected
645,Candidate 645,Tester,2024-05-11,Rejected
646,Candidate 646,Developer,2025-01-15,Rejected
647,Candidate 647,Developer,2024-05-16,Rejected
648,Candidate 648,Tester,2024-11-25,Selected
649,Candidate 649,Tester,2025-07-07,Rejected
650,Candidate 650,HR,2024-01-04,Rejected
651,Candidate 651,HR,2024-01-14,Rejected
652,Candidate 652,HR,2024-06-06,Rejected
653,Candidate 653,HR,2025-07-11,Rejected
654,Candidate 654,Developer,2024-12-04,Pending
655,Candidate 655,Tester,2024-02-22,Pending
656,Candidate 656,Developer,2025-06-03,Rejected
657,Candidate 657,Tester,2025-11-09,Selected
658,Candidate 658,Analyst,2025-08-30,Pending
659,Candidate 659,Developer,2024-12-17,Selected
660,Candidate 660,Analyst,2025-10-18,Selected
661,Candidate 661,Analyst,2025-01-17,Rejected
662,Candidate 662,Analyst,2024-02-26,Rejected
663,Candidate 663,HR,2024-10-26,Rejected
664,Candidate 664,Tester,2024-03-21,Pending
665,Candidate 665,Developer,2024-10-08,Selected
666,Candidate 666,HR,2024-03-01,Pending
667,Candidate 667,Analyst,2024-10-03,Pending
668,Candidate 668,Developer,2024-04-24,Rejected
669,Candidate 669,Analyst,2024-01-16,Selected
670,Candidate 670,Developer,2025-04-20,Rejected
671,Candidate 671,Analyst,2025-08-11,Rejected
672,Candidate 672,Analyst,2024-12-18,Pending
673,Candidate 673,Developer,2024-12-19,Pending
674,Candidate 674,Analyst,2024-05-04,Selected
675,Candidate 675,HR,2025-10-05,Pending
676,Candidate 676,Analyst,2024-03-26,Pending
677,Candidate 677,Developer,2025-07-25,Rejected
678,Candidate 678,Analyst,2024-04-13,Pending
679,Candidate 679,Analyst,2024-01-09,Selected
680,Candidate 680,Tester,2025-09-30,Selected
681,Candidate 681,Developer,2024-02-24,Rejected
682,Candidate 682,Developer,2024-11-09,Rejected
683,Candidate 683,HR,2024-10-31,Pending
684,Candidate 684,HR,2024-03-19,Pending
685,Candidate 685,Analyst,2025-10-18,Selected
686,Candidate 686,Developer,2024-09-28,Selected
687,Candidate 687,HR,2025-01-09,Rejected
688,Candidate 688,HR,2024-06-20,Selected
689,Candidate 689,Developer,2024-07-20,Pending
690,Candidate 690,Tester,2024-09-13,Rejected
691,Candidate 691,Analyst,2024-10-15,Pending
692,Candidate 692,HR,2024-04-11,Pending
693,Candidate 693,Analyst,2024-09-19,Selected
694,Candidate 694,Tester,2025-03-05,Rejected
695,Candidate 695,HR,2025-07-11,Rejected
696,Candidate 696,Tester,2024-09-29,Rejected
697,Candidate 697,Analyst,2025-06-24,Rejected
698,Candidate 698,Analyst,2024-06-22,Selected
699,Candidate 699,Analyst,2024-03-25,Rejected
700,Candidate 700,Analyst,2024-07-30,Rejected
701,Candidate 701,Developer,2024-04-18,Rejected
702,Candidate 702,Analyst,2025-05-03,Rejected
703,Candidate 703,Tester,2024-06-27,Pending
704,Candidate 704,HR,2025-01-20,Pending
705,Candidate 705,HR,2024-08-17,Selected
706,Candidate 706,Tester,2024-04-29,Selected
707,Candidate 707,Tester,2025-01-24,Rejected
708,Candidate 708,Developer,2025-07-29,Rejected
709,Candidate 709,Analyst,2025-06-27,Selected
710,Candidate 710,Developer,2025-04-03,Selected
711,Candidate 711,Analyst,2024-06-21,Rejected
712,Candidate 712,HR,2024-05-24,Pending
713,Candidate 713,Analyst,2025-07-28,Pending
714,Candidate 714,HR,2024-12-08,Pending
715,Candidate 715,HR,2024-06-03,Selected
716,Candidate 716,HR,2024-08-12,Selected
717,Candidate 717,Developer,2024-09-19,Selected
718,Candidate 718,Analyst,2024-07-29,Selected
719,Candidate 719,Developer,2025-06-26,Pending
720,Candidate 720,Tester,2024-02-15,Pending
721,Candidate 721,HR,2024-12-09,Selected
722,Candidate 722,HR,2024-07-04,Rejected
723,Candidate 723,Tester,2024-07-29,Pending
724,Candidate 724,Developer,2025-03-21,Selected
725,Candidate 725,HR,2025-06-24,Pending
726,Candidate 726,HR,2024-01-21,Pending
727,Candidate 727,HR,2025-08-08,Selected
728,Candidate 728,Analyst,2024-02-27,Pending
729,Candidate 729,Tester,2025-11-26,Rejected
730,Candidate 730,Developer,2025-05-10,Pending
731,Candidate 731,Tester,2025-01-19,Pending
732,Candidate 732,Tester,2025-07-11,Pending
733,Candidate 733,HR,2024-02-16,Rejected
734,Candidate 734,HR,2025-07-07,Rejected
735,Candidate 735,Analyst,2024-01-07,Selected
736,Candidate 736,HR,2024-07-02,Rejected
737,Candidate 737,HR,2024-10-30,Pending
738,Candidate 738,HR,2025-10-18,Rejected
739,Candidate 739,Tester,2024-10-15,Pending
740,Candidate 740,Developer,2024-05-31,Rejected
741,Candidate 741,HR,2024-12-05,Selected
742,Candidate 742,Developer,2024-08-14,Pending
743,Candidate 743,HR,2025-07-17,Pending
744,Candidate 744,Analyst,2024-03-31,Selected
745,Candidate 745,Tester,2024-06-15,Rejected
746,Candidate 746,Analyst,2024-07-29,Rejected
747,Candidate 747,Analyst,2025-10-16,Pending
748,Candidate 748,HR,2025-04-20,Rejected
749,Candidate 749,Developer,2024-12-25,Rejected
750,Candidate 750,Analyst,2024-04-02,Rejected
751,Candidate 751,Analyst,2024-11-19,Rejected
752,Candidate 752,Tester,2024-12-12,Selected
753,Candidate 753,Tester,2024-07-31,Pending
754,Candidate 754,Tester,2025-08-06,Rejected
755,Candidate 755,HR,2025-06-01,Selected
756,Candidate 756,HR,2024-01-31,Rejected
757,Candidate 757,HR,2024-10-29,Pending
758,Candidate 758,Tester,2025-10-17,Pending
759,Candidate 759,HR,2025-05-31,Selected
760,Candidate 760,Analyst,2025-05-24,Rejected
761,Candidate 761,Developer,2024-11-26,Rejected
762,Candidate 762,Analyst,2025-02-23,Selected
763,Candidate 763,Tester,2025-07-04,Pending
764,Candidate 764,Analyst,2024-08-14,Pending
765,Candidate 765,Analyst,2025-09-01,Rejected
766,Candidate 766,Developer,2025-11-23,Selected
767,Candidate 767,Analyst,2025-11-02,Rejected
768,Candidate 768,Developer,2025-03-19,Pending
769,Candidate 769,Tester,2025-03-30,Pending
770,Candidate 770,Analyst,2025-04-25,Pending
771,Candidate 771,Analyst,2024-01-28,Rejected
772,Candidate 772,HR,2025-07-25,Rejected
773,Candidate 773,Developer,2024-02-25,Rejected
774,Candidate 774,HR,2024-03-25,Rejected
775,Candidate 775,Analyst,2024-05-20,Selected
776,Candidate 776,Analyst,2024-06-15,Selected
777,Candidate 777,Analyst,2025-03-07,Rejected
778,Candidate 778,Analyst,2024-09-25,Selected
779,Candidate 779,HR,2024-03-29,Selected
780,Candidate 780,HR,2024-08-08,Selected
781,Candidate 781,HR,2025-07-16,Rejected
782,Candidate 782,Analyst,2024-08-23,Selected
783,Candidate 783,HR,2024-11-30,Rejected
784,Candidate 784,Developer,2024-04-08,Rejected
785,Candidate 785,HR,2024-02-16,Rejected
786,Candidate 786,Developer,2025-05-01,Rejected
787,Candidate 787,Analyst,2024-07-01,Pending
788,Candidate 788,HR,2024-09-26,Pending
789,Candidate 789,HR,2024-06-09,Rejected
790,Candidate 790,Developer,2025-06-11,Pending
791,Candidate 791,Tester,2024-12-12,Selected
792,Candidate 792,Developer,2025-02-12,Pending
793,Candidate 793,Developer,2024-08-15,Selected
794,Candidate 794,Tester,2024-06-19,Pending
795,Candidate 795,Developer,2024-09-11,Selected
796,Candidate 796,HR,2024-03-03,Pending
797,Candidate 797,HR,2025-09-17,Pending
798,Candidate 798,Analyst,2024-08-18,Selected
799,Candidate 799,HR,2025-03-08,Selected
800,Candidate 800,HR,2024-05-09,Pending
801,Candidate 801,Developer,2024-08-18,Pending
802,Candidate 802,Analyst,2025-08-08,Selected
803,Candidate 803,HR,2024-05-30,Selected
804,Candidate 804,HR,2025-06-04,Rejected
805,Candidate 805,HR,2024-01-02,Selected
806,Candidate 806,HR,2025-03-30,Rejected
807,Candidate 807,HR,2025-09-30,Selected
808,Candidate 808,Analyst,2024-07-30,Pending
809,Candidate 809,HR,2025-08-08,Pending
810,Candidate 810,Analyst,2025-04-04,Rejected
811,Candidate 811,HR,2025-03-04,Selected
812,Candidate 812,Tester,2025-03-22,Pending
813,Candidate 813,HR,2025-09-09,Pending
814,Candidate 814,Developer,2024-01-08,Rejected
815,Candidate 815,Tester,2024-04-11,Selected
816,Candidate 816,HR,2024-07-08,Selected
817,Candidate 817,Developer,2025-08-05,Selected
818,Candidate 818,Tester,2025-11-12,Selected
819,Candidate 819,Analyst,2025-04-11,Pending
820,Candidate 820,Analyst,2024-10-03,Rejected
821,Candidate 821,Developer,2024-04-09,Selected
822,Candidate 822,Developer,2025-07-26,Rejected
823,Candidate 823,Analyst,2025-05-29,Selected
824,Candidate 824,Tester,2025-04-24,Selected
825,Candidate 825,HR,2024-02-25,Rejected
826,Candidate 826,Developer,2024-08-12,Selected
827,Candidate 827,HR,2024-05-09,Rejected
828,Candidate 828,Tester,2024-02-10,Rejected
829,Candidate 829,Developer,2024-08-13,Selected
830,Candidate 830,HR,2024-07-02,Selected
831,Candidate 831,Developer,2025-06-17,Selected
832,Candidate 832,Analyst,2024-12-19,Selected
833,Candidate 833,Tester,2025-07-20,Pending
834,Candidate 834,Tester,2024-08-22,Pending
835,Candidate 835,Developer,2024-01-30,Rejected
836,Candidate 836,Developer,2025-10-13,Pending
837,Candidate 837,HR,2024-03-22,Selected
838,Candidate 838,Tester,2024-12-22,Rejected
839,Candidate 839,HR,2024-10-01,Pending
840,Candidate 840,Tester,2025-08-18,Pending
841,Candidate 841,HR,2025-06-17,Selected
842,Candidate 842,HR,2024-11-22,Pending
843,Candidate 843,Tester,2024-03-06,Pending
844,Candidate 844,Developer,2024-07-01,Selected
845,Candidate 845,Developer,2024-05-16,Rejected
846,Candidate 846,Tester,2024-12-12,Selected
847,Candidate 847,Developer,2024-08-21,Selected
848,Candidate 848,Developer,2024-12-07,Selected
849,Candidate 849,Tester,2024-04-28,Rejected
850,Candidate 850,HR,2024-02-28,Rejected
851,Candidate 851,Developer,2024-07-18,Selected
852,Candidate 852,Developer,2025-02-16,Rejected
853,Candidate 853,Tester,2025-09-08,Selected
854,Candidate 854,Analyst,2024-09-30,Pending
855,Candidate 855,Developer,2025-06-14,Rejected
856,Candidate 856,HR,2024-03-15,Rejected
857,Candidate 857,Analyst,2025-09-29,Rejected
858,Candidate 858,HR,2024-10-12,Rejected
859,Candidate 859,Tester,2024-08-02,Pending
860,Candidate 860,Developer,2024-12-27,Rejected
861,Candidate 861,HR,2024-10-15,Pending
862,Candidate 862,Analyst,2024-11-03,Pending
863,Candidate 863,Developer,2025-03-03,Selected
864,Candidate 864,Developer,2025-10-31,Pending
865,Candidate 865,Tester,2025-05-28,Pending
866,Candidate 866,Tester,2024-07-23,Rejected
867,Candidate 867,HR,2025-06-06,Rejected
868,Candidate 868,Analyst,2024-09-21,Rejected
869,Candidate 869,Developer,2024-05-18,Selected
870,Candidate 870,Analyst,2024-12-14,Pending
871,Candidate 871,HR,2024-05-15,Selected
872,Candidate 872,Analyst,2025-10-24,Selected
873,Candidate 873,Tester,2024-01-29,Selected
874,Candidate 874,Analyst,2025-11-22,Selected
875,Candidate 875,HR,2024-08-06,Rejected
876,Candidate 876,Tester,2024-12-11,Pending
877,Candidate 877,Tester,2024-03-28,Pending
878,Candidate 878,Analyst,2024-09-05,Rejected
879,Candidate 879,Developer,2025-11-27,Pending
880,Candidate 880,HR,2025-09-02,Selected
881,Candidate 881,Tester,2024-03-03,Rejected
882,Candidate 882,Tester,2024-04-19,Rejected
883,Candidate 883,Developer,2025-06-13,Pending
884,Candidate 884,HR,2025-07-13,Pending
885,Candidate 885,Developer,2024-10-13,Selected
886,Candidate 886,HR,2024-07-29,Rejected
887,Candidate 887,Tester,2025-03-19,Selected
888,Candidate 888,HR,2024-08-22,Selected
889,Candidate 889,Developer,2024-04-07,Rejected
890,Candidate 890,Analyst,2024-07-27,Pending
891,Candidate 891,Analyst,2025-04-06,Rejected
892,Candidate 892,HR,2025-06-15,Rejected
893,Candidate 893,HR,2025-03-09,Selected
894,Candidate 894,Tester,2025-07-12,Pending
895,Candidate 895,Developer,2024-04-23,Pending
896,Candidate 896,Tester,2025-04-25,Rejected
897,Candidate 897,Developer,2024-04-04,Selected
898,Candidate 898,HR,2024-05-28,Pending
899,Candidate 899,HR,2024-06-29,Rejected
900,Candidate 900,Developer,2025-07-18,Rejected
901,Candidate 901,Analyst,2024-05-04,Pending
902,Candidate 902,Analyst,2025-09-26,Pending
903,Candidate 903,Analyst,2025-01-05,Selected
904,Candidate 904,Developer,2025-04-22,Rejected
905,Candidate 905,HR,2025-10-07,Pending
906,Candidate 906,HR,2024-11-06,Pending
907,Candidate 907,HR,2025-04-10,Selected
908,Candidate 908,Analyst,2025-06-09,Rejected
909,Candidate 909,HR,2024-11-23,Rejected
910,Candidate 910,HR,2024-03-23,Pending
911,Candidate 911,Analyst,2024-02-28,Selected
912,Candidate 912,Developer,2025-02-21,Rejected
913,Candidate 913,HR,2024-02-11,Pending
914,Candidate 914,HR,2025-05-11,Rejected
915,Candidate 915,HR,2025-05-02,Pending
916,Candidate 916,Tester,2025-05-21,Pending
917,Candidate 917,Developer,2025-05-17,Selected
918,Candidate 918,Developer,2025-11-26,Pending
919,Candidate 919,HR,2024-09-20,Selected
920,Candidate 920,Tester,2024-09-17,Selected
921,Candidate 921,Tester,2025-03-21,Rejected
922,Candidate 922,HR,2025-05-17,Rejected
923,Candidate 923,Analyst,2025-01-03,Pending
924,Candidate 924,HR,2024-12-31,Selected
925,Candidate 925,Analyst,2025-11-20,Rejected
926,Candidate 926,HR,2024-01-25,Pending
927,Candidate 927,HR,2025-11-24,Rejected
928,Candidate 928,HR,2025-11-26,Pending
929,Candidate 929,Tester,2024-04-02,Selected
930,Candidate 930,HR,2025-04-22,Pending
931,Candidate 931,Tester,2025-08-13,Rejected
932,Candidate 932,Developer,2025-06-07,Selected
933,Candidate 933,Analyst,2025-10-02,Selected
934,Candidate 934,Analyst,2024-11-24,Selected
935,Candidate 935,Developer,2024-07-27,Pending
936,Candidate 936,HR,2024-06-22,Selected
937,Candidate 937,HR,2024-01-31,Pending
938,Candidate 938,Analyst,2024-09-16,Pending
939,Candidate 939,Developer,2024-09-10,Selected
940,Candidate 940,HR,2024-04-05,Selected
941,Candidate 941,HR,2024-08-14,Rejected
942,Candidate 942,Analyst,2025-03-25,Pending
943,Candidate 943,Tester,2024-04-14,Selected
944,Candidate 944,Developer,2025-10-11,Selected
945,Candidate 945,Developer,2025-06-23,Rejected
946,Candidate 946,Developer,2024-09-18,Pending
947,Candidate 947,Tester,2025-08-29,Pending
948,Candidate 948,Developer,2024-12-15,Pending
949,Candidate 949,HR,2025-05-09,Pending
950,Candidate 950,HR,2024-05-05,Pending
951,Candidate 951,Developer,2024-02-13,Selected
952,Candidate 952,Tester,2025-05-01,Pending
953,Candidate 953,Analyst,2025-01-29,Pending
954,Candidate 954,Tester,2025-01-12,Selected
955,Candidate 955,HR,2024-09-14,Pending
956,Candidate 956,Analyst,2024-10-04,Pending
957,Candidate 957,Analyst,2025-09-25,Pending
958,Candidate 958,Analyst,2024-10-29,Pending
959,Candidate 959,Developer,2024-10-14,Selected
960,Candidate 960,Developer,2025-01-21,Rejected
961,Candidate 961,Analyst,2024-09-02,Rejected
962,Candidate 962,Analyst,2025-04-07,Rejected
963,Candidate 963,Analyst,2025-09-06,Pending
964,Candidate 964,Tester,2025-02-04,Rejected
965,Candidate 965,Developer,2025-03-02,Selected
966,Candidate 966,Developer,2025-03-21,Rejected
967,Candidate 967,Developer,2025-02-10,Pending
968,Candidate 968,Analyst,2024-08-22,Pending
969,Candidate 969,Developer,2024-11-05,Pending
970,Candidate 970,Developer,2025-09-08,Selected
971,Candidate 971,Tester,2025-09-13,Pending
972,Candidate 972,HR,2025-01-20,Pending
973,Candidate 973,Tester,2024-04-03,Selected
974,Candidate 974,HR,2024-03-11,Pending
975,Candidate 975,HR,2025-06-22,Selected
976,Candidate 976,HR,2025-07-03,Selected
977,Candidate 977,Analyst,2025-11-19,Pending
978,Candidate 978,Analyst,2025-10-03,Selected
979,Candidate 979,Analyst,2025-09-25,Rejected
980,Candidate 980,Tester,2024-09-09,Pending
981,Candidate 981,Developer,2024-12-18,Pending
982,Candidate 982,HR,2024-05-19,Rejected
983,Candidate 983,Analyst,2024-03-31,Selected
984,Candidate 984,Tester,2025-01-21,Rejected
985,Candidate 985,Analyst,2025-03-11,Rejected
986,Candidate 986,HR,2025-02-22,Rejected
987,Candidate 987,Developer,2025-01-08,Selected
988,Candidate 988,Developer,2024-03-04,Rejected
989,Candidate 989,HR,2025-05-05,Pending
990,Candidate 990,Tester,2024-07-11,Selected
991,Candidate 991,Analyst,2024-08-06,Pending
992,Candidate 992,Analyst,2025-04-27,Pending
993,Candidate 993,Tester,2025-09-23,Selected
994,Candidate 994,Developer,2025-02-08,Rejected
995,Candidate 995,Developer,2025-03-08,Pending
996,Candidate 996,Tester,2024-01-25,Rejected
997,Candidate 997,HR,2024-08-22,Rejected
998,Candidate 998,Developer,2024-05-15,Pending
999,Candidate 999,Tester,2025-09-26,Selected
1000,Candidate 1000,HR,2025-03-08,Rejected
